LOAN_NUMBER,SAMPLE_DATE,FILE_REQ_DATE,SECOND_REQUEST_DATE,SENT_TO_IMAGING_DATE,LENDER_RESPONSE_DUE_DATE,DATE_LOAN_FINALIZED,LENDER_ID,LENDER_NAME,LENDER_LOAN_ID,PROP_STATE,NEW_CONSTRUCTION_INDICATOR,CONDOMINIUM_INDICATOR,LOAN_ORIG_DATE, CURRENT_BALANCE ,FICO_SCORE,LTV, ORIG_VALUE , AVM_VALUE ,FIELD_REVIEW_VALUE_SUPPORTED,FIELD_REVIEW_VALUE,PURPOSE_CODE,OCCUPANCY_CODE,LENDER_INST_TYPE_DESCRIPTION,UNDERWRITER_NAME,REVIEW_DATE,REVIEW_STATUS,DEAL_NAME,START_DATE,
32624556,4/19/2011,5/4/2011,,,,5/17/2011,PSSMON,Bank of the Pacific,6800387419,WA,No,No,12/29/2010," $237,500.00 ",729,84.81999969," $280,000.00 "," $228,000.00 ",,,R,B,Community Banks,Mike Willams,5/16/2011,4,WFMBS 2006-5,6/1/2013,
32709589,1/3/2013,1/4/2013,1/28/2013,2/5/2013,,,KDGRAP,"Wells Fargo Bank, N.A.",414273912,AZ,No,No,5/23/2012," $157,900.00 ",729,84.88999939," $195,000.00 "," $188,000.00 ",,,P,G,Bank Owned Mortgage Company - National,Mike Willams,2/5/2013,1,WFMBS 2006-5,6/1/2013,
31699249,3/15/2012,3/19/2012,,4/18/2012,6/26/2012,7/2/2012,WPFVWZ,1st National Bank of Gillette,1157215760,WY,Yes,No,12/22/2011," $268,597.00 ",729,85," $323,000.00 ",,,,P,B,Community Banks,Mike Willams,5/24/2012,4,WFMBS 2006-AR4,6/1/2013,
24186516,3/15/2012,3/19/2012,,4/9/2012,,5/10/2012,DZZOUQ,Equity Resources Inc,1157600421,OH,No,No,1/30/2012," $156,600.00 ",729,90," $174,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,Allie Martin,5/10/2012,4,SEMT 2012-1,6/1/2013,
15030505,7/11/2012,7/12/2012,,8/8/2012,,10/4/2012,PJPDBA,First Choice Bank,414496786,NJ,No,No,5/22/2012," $211,500.00 ",729,90," $235,000.00 ",,N/A,,R,B,Community Banks,Eric Miller,9/19/2012,4,WFMBS 2006-5,6/1/2013,
33572931,7/11/2012,7/12/2012,,9/7/2012,,8/30/2012,YAYCFZ,First Dakota National Bank,1701474255,SD,No,No,4/27/2012," $223,200.00 ",729,90," $250,000.00 ",,N/A,,P,B,Community Banks,Eric Miller,7/24/2012,4,WFMBS 2006-5,6/1/2013,
21362345,3/15/2012,3/19/2012,,5/21/2012,,6/22/2012,HSBRSA,Bank of Springfield,12-000100,IL,No,No,2/10/2012," $148,920.00 ",729,94.25," $158,000.00 ",,N/A,,R,B,Community Banks,Steve Winston,6/14/2012,4,WFMBS 2006-AR4,6/1/2013,
22065220,6/21/2011,6/23/2011,,7/12/2011,,7/28/2011,CHPJWE,Texas Dow Employees Credit Union,2134899,TX,No,No,4/1/2011," $76,950.00 ",729,95," $82,000.00 ",,,,P,B,Credit Unions,Mike Willams,7/28/2011,4,WFMBS 2006-5,6/1/2013,
28149110,6/1/2010,8/9/2010,,,,12/14/2010,DIMOAQ,Global Credit Union,,OR,No,No,5/28/2009," $109,250.00 ",729,95," $115,000.00 ",,,,R,B,Credit Unions,Mike Willams,8/27/2010,4,SEMT 2012-1,6/1/2013,
23938014,4/19/2011,4/29/2011,,,,5/12/2011,DKGLZI,SEFCU Services LLC,210723P,NY,No,No,12/2/2010," $168,150.00 ",729,95," $177,000.00 ",,N/A,,P,B,Credit Unions,Steve Winston,5/5/2011,4,SEMT 2012-5,6/1/2013,
23014217,11/3/2011,11/8/2011,,11/10/2011,,1/17/2012,LPINTJ,Allied Home Mortgage Corp,1866210051,WV,No,No,9/30/2011," $208,800.00 ",730,90," $234,000.00 "," $178,811.00 ",Yes,234000,P,B,Mortgage Banker - (Large),Mike Willams,12/1/2011,4,WFMBS 2006-AR4,6/1/2013,
20296578,3/15/2012,3/19/2012,,4/9/2012,,5/22/2012,SKTJQN,Gateway Funding Diversified Mortgage Svcs LP,1273000119,PA,No,No,2/3/2012," $318,000.00 ",730,90.86000061," $350,000.00 ",,,,R,B,Mortgage Banker - (Large),Mike Willams,5/22/2012,4,WFMBS 2006-AR4,6/1/2013,
29777680,7/11/2012,7/12/2012,,7/18/2012,,9/4/2012,NCKTLT,RoundPoint Mortgage Company,5400037201,FL,No,No,5/31/2012," $159,000.00 ",730,93.52999878," $170,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,8/6/2012,4,WFMBS 2006-5,6/1/2013,
31749978,6/27/2012,6/27/2012,7/19/2012,7/30/2012,10/1/2012,10/8/2012,SUURKS,Consumer Loan Services Inc,27635,IA,No,No,3/30/2012," $68,400.00 ",730,95," $72,000.00 ",,,,R,B,Credit Unions,Allie Martin,9/4/2012,4,WFMBS 2006-AR4,6/1/2013,
21572581,11/3/2011,11/8/2011,,11/10/2011,,1/17/2012,YLMYCN,Allied Home Mortgage Corp,2901210114,GA,No,No,9/30/2011," $140,125.00 ",730,95," $150,000.00 "," $210,545.00 ",Yes,170500,P,B,Mortgage Banker - (Large),Mike Willams,12/5/2011,4,WFMBS 2006-AR4,6/1/2013,
25826089,10/8/2012,10/10/2012,,11/1/2012,,12/7/2012,GBHYKM,Cendera Funding Inc,414845628,TX,Yes,No,6/12/2012," $241,300.00 ",730,95," $277,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,12/7/2012,4,SEMT 2012-1,6/1/2013,
21874119,7/11/2012,7/12/2012,7/27/2012,8/22/2012,,9/28/2012,YUHTRZ,Skyline Financial Corporation,291445773,CA,No,Yes,4/18/2012," $242,250.00 ",730,95," $257,000.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Eric Miller,9/27/2012,4,WFMBS 2006-AR4,6/1/2013,
28074863,10/8/2012,10/11/2012,,11/2/2012,,12/19/2012,TCCWJG,Interstate Bank SSB,34028113,TX,Yes,No,9/5/2012," $262,960.00 ",730,95," $300,000.00 ",,N/A,,P,B,Community Banks,Steve Winston,12/19/2012,4,WFMBS 2006-AR4,6/1/2013,
16925680,3/15/2012,3/19/2012,,3/27/2012,,3/30/2012,XOOYTJ,CBC National Bank,8000023469,GA,No,Yes,2/24/2012," $308,750.00 ",730,95," $325,000.00 ",,,,P,B,Community Banks,Mike Willams,3/30/2012,4,WFMBS 2006-5,6/1/2013,
24022745,10/8/2012,10/10/2012,,11/9/2012,,1/10/2013,FKQSBK,GMFS LLC,43923,LA,No,No,8/24/2012," $204,000.00 ",731,85," $240,000.00 ",,N/A,,X,B,Mortgage Banker - Bank Owned,Eric Miller,12/27/2012,4,WFMBS 2006-5,6/1/2013,
23366998,12/20/2011,12/29/2011,,1/4/2012,,1/26/2012,AZKMTV,Home Loan Center Inc,1048371514,NJ,No,No,11/7/2011," $161,750.00 ",731,87.43000031," $185,000.00 ",,N/A,,R,B,Mortgage Banker - (Large),Steve Winston,1/18/2012,4,WFMBS 2006-5,6/1/2013,
25407335,6/1/2010,7/20/2010,,,,2/7/2011,OTQEWM,Trustmark National Bank,4048769,MS,No,No,6/22/2009," $121,000.00 ",731,89.62999725," $142,000.00 "," $126,000.00 ",,,P,B,Community Banks,Allie Martin,6/30/2010,4,SEMT 2012-5,6/1/2013,
19501871,4/19/2011,5/4/2011,5/19/2011,5/26/2011,,6/17/2011,POPRJT,Magnolia State Bank,225239810,MS,Yes,No,12/22/2010," $256,000.00 ",731,89.98000336," $284,507.67 "," $300,000.00 ",,,R,B,Community Banks,Allie Martin,6/13/2011,4,SEMT 2012-5,6/1/2013,
21945445,11/23/2010,1/6/2011,,,,5/4/2011,CYHBIC,Consumers Credit Union,9500005884,MI,No,No,6/11/2010," $63,000.00 ",731,90," $70,000.00 ",,,,P,B,Credit Unions,Mike Willams,4/1/2011,4,WFMBS 2006-AR4,6/1/2013,
26649498,6/21/2011,6/23/2011,,7/12/2011,,8/1/2011,JEDPZP,Pinnacle Capital Mortgage Corporation,6051054095,CA,No,No,5/23/2011," $220,500.00 ",731,90," $245,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,8/1/2011,4,WFMBS 2006-5,6/1/2013,
24492802,4/19/2011,5/4/2011,5/19/2011,5/24/2011,,7/8/2011,LIGXEF,Robins Federal Credit Union,11731,GA,No,No,1/14/2011," $166,500.00 ",731,92.5," $180,000.00 ",,,,R,B,Credit Unions,Mike Willams,6/10/2011,4,SEMT 2012-5,6/1/2013,
19812209,1/11/2013,1/16/2013,,,,,YPFTKD,Norwich Commercial Group Inc,7854300,MA,No,No,11/2/2012," $313,500.00 ",731,95," $332,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-AR4,6/1/2013,
33085691,6/1/2010,8/18/2010,,,,2/25/2011,ROQONI,Citizens Bank,5132,TN,No,No,5/23/2009," $54,500.00 ",732,83.84999847," $65,000.00 ",,,,R,B,Community Banks,Mike Willams,9/3/2010,4,SEMT 2012-5,6/1/2013,
25574908,12/20/2011,12/29/2011,,2/6/2012,,3/8/2012,ROYRMJ,CFBank,603182406,OH,No,No,10/24/2011," $323,657.00 ",732,85.68000031," $370,000.00 ",,,,R,B,Community Banks,Mike Willams,3/8/2012,4,SEMT 2012-5,6/1/2013,
26543512,6/21/2011,6/23/2011,,7/12/2011,,8/12/2011,XUOLHJ,Acre Mortgage & Financial Inc,280992645,NJ,No,No,4/25/2011," $143,294.00 ",732,86.83999634," $165,000.00 ",,N/A,,R,B,Mortgage Banker - Bank Owned,Steve Winston,7/29/2011,4,SEMT 2012-1,6/1/2013,
27641057,3/15/2012,3/19/2012,,4/11/2012,,5/30/2012,TTJTTI,Glacier Bancorp Inc,410295778,MT,No,Yes,1/6/2012," $124,000.00 ",732,88.88999939," $139,500.00 ",,,,R,B,Community Banks,Allie Martin,5/21/2012,4,WFMBS 2006-5,6/1/2013,
31561504,2/9/2011,2/9/2011,,,,3/2/2011,OKXRVO,Provident Funding Associates LP,1820100668,MN,No,No,11/9/2010," $194,500.00 ",732,89," $219,000.00 ",,,,R,B,Mortgage Banker - (Large),Allie Martin,2/24/2011,4,SEMT 2012-1,6/1/2013,
16264700,9/21/2011,9/28/2011,,10/28/2011,,11/28/2011,KBPJBO,Chicago Mortgage Solutions Corporation,376869954,IL,No,No,4/8/2011," $163,300.00 ",732,89.97000122," $190,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,11/17/2011,4,SEMT 2012-1,6/1/2013,
29492160,4/19/2011,4/28/2011,,5/26/2011,,7/11/2011,FWYENC,CNB Mortgage Company,,NY,No,No,1/27/2011," $159,507.00 ",732,90," $174,000.00 ",,,,P,B,Community Banks,Mike Willams,6/16/2011,4,SEMT 2012-1,6/1/2013,
31934853,7/11/2012,7/12/2012,,7/18/2012,,9/4/2012,QWWWVW,RoundPoint Mortgage Company,5400026998,WV,No,No,3/14/2012," $167,976.00 ",732,90," $182,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,8/3/2012,4,SEMT 2012-1,6/1/2013,
30416868,3/19/2010,3/23/2010,,,,7/28/2010,GYQPWL,First Technology Federal Credit Union,9304042286,OR,No,No,12/24/2009," $210,600.00 ",732,90," $210,600.00 ",,N/A,,P,B,Credit Unions,Steve Winston,4/20/2010,4,SEMT 2012-5,6/1/2013,
17097660,6/21/2011,6/23/2011,,7/7/2011,,9/1/2011,CYTZCN,University of Wisconsin Credit Union,7112937276,WI,No,No,5/11/2011," $196,000.00 ",732,93.33000183," $210,000.00 ",,,,R,B,Credit Unions,Allie Martin,7/27/2011,4,SEMT 2012-5,6/1/2013,
26177735,1/11/2013,1/16/2013,,1/30/2013,,,SWANQD,Village Mortgage Company,1210000753,CT,No,No,11/20/2012," $291,555.00 ",732,93.58999634," $304,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-1,6/1/2013,
16929859,10/8/2012,10/10/2012,,10/25/2012,,11/29/2012,GFXWFO,Mann Mortgage LLC,416187912,MT,No,No,7/10/2012," $213,000.00 ",732,94.66999817," $225,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,11/27/2012,4,SEMT 2012-5,6/1/2013,
16950271,10/8/2012,10/10/2012,,10/17/2012,,11/1/2012,ARQESF,"Wells Fargo Bank, N.A.",292709532,OH,No,No,8/2/2012," $204,000.00 ",732,94.87999725," $215,000.00 ",,,,P,B,Bank Owned Mortgage Company - National,Allie Martin,10/22/2012,4,SEMT 2012-5,6/1/2013,
34333345,9/21/2011,9/29/2011,,10/24/2011,,11/30/2011,FYBBXP,Idaho Central Credit Union,704322608,ID,No,No,5/13/2011," $87,400.00 ",732,95," $125,000.00 ",,,,P,B,Credit Unions,Mike Willams,11/8/2011,4,WFMBS 2006-AR4,6/1/2013,
24612372,10/8/2012,10/11/2012,,10/25/2012,,12/13/2012,LSUUXF,First Bank,6850413995,TX,No,No,6/29/2012," $184,775.00 ",732,95," $195,000.00 ",,N/A,,P,B,Community Banks,Eric Miller,11/26/2012,4,SEMT 2012-5,6/1/2013,
18658147,12/20/2011,1/9/2012,,1/17/2012,,2/9/2012,QAEQXK,Republic Mortgage Home Loans LLC,7161316,UT,No,No,10/17/2011," $203,300.00 ",732,95," $214,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,Allie Martin,2/7/2012,4,SEMT 2012-5,6/1/2013,
16124533,3/18/2011,3/29/2011,,,,5/19/2011,EPKXLZ,JPMorgan Chase Bank NA,1182167443,DE,No,No,1/26/2011," $174,000.00 ",733,85," $205,000.00 "," $188,785.00 ",,,X,B,Bank Owned Mortgage Company - National,,,5,SEMT 2012-1,6/1/2013,
16269824,1/30/2013,,,2/4/2013,,,NRQVYQ,CUC Mortgage Corporation,50804,NY,No,No,11/15/2012," $147,500.00 ",733,85.01000214," $174,000.00 ",,,,P,B,Credit Unions,,,,WFMBS 2006-5,6/1/2013,
15745546,8/10/2012,,,,,10/25/2012,ZLQWVK,Guaranteed Rate Inc,,VA,No,No,," $401,500.00 ",733,87.27999878," $460,000.00 ",,,,R,B,Mortgage Banker - (Large),Rob Jacobs,10/3/2012,4,SEMT 2012-5,6/1/2013,
21071980,9/21/2011,9/28/2011,,11/4/2011,,12/29/2011,IMJURV,"Bank of America, N.A.",235561229,CA,No,No,6/29/2011," $250,000.00 ",733,89.93000031," $278,000.00 "," $253,000.00 ",N/A,,P,B,Bank Owned Mortgage Company - National,Steve Winston,12/16/2011,4,WFMBS 2006-5,6/1/2013,
3434642,6/1/2010,7/6/2010,,,,7/14/2010,HGLWWB,First Savings Mortgage Corporation,25609002,DC,No,Yes,5/6/2009," $440,800.00 ",733,89.95999908," $490,000.00 ",,,,R,B,Mortgage Banker - (Large),Mike Willams,7/14/2010,4,SEMT 2012-1,6/1/2013,
17438926,3/15/2012,3/19/2012,,4/10/2012,,5/21/2012,VRMEVN,United Community Mortgage Services Inc,8400142525,GA,No,No,12/16/2011," $174,600.00 ",733,90," $208,000.00 ",,,,P,B,Community Banks,Mike Willams,5/16/2012,4,SEMT 2012-1,6/1/2013,
24724533,6/1/2010,9/23/2010,,,3/26/2011,3/1/2011,FTKQAB,Patriot Bank,6993219167,TN,No,No,2/25/2010," $316,800.00 ",733,90," $375,000.00 ",,,,P,B,Community Banks,Allie Martin,9/30/2010,4,SEMT 2012-1,6/1/2013,
26949646,6/21/2011,6/30/2011,7/22/2011,8/18/2011,,8/24/2011,MEEFHT,Homestead Funding Corp,1154987642,NY,No,No,1/21/2011," $319,500.00 ",733,90," $355,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,8/24/2011,4,WFMBS 2006-AR4,6/1/2013,
34284317,4/9/2010,5/6/2010,,,,9/14/2010,RWOTXO,Alaska USA Federal Credit Union,6850211482,AK,No,No,1/8/2010," $319,500.00 ",733,90,,,N/A,,R,B,Credit Unions,Steve Winston,5/26/2010,4,SEMT 2012-5,6/1/2013,
32963323,4/19/2011,5/9/2011,,6/1/2011,,6/27/2011,NVZDFE,Guardian Credit Union,63295ME-174,WI,No,No,2/28/2011," $327,000.00 ",733,90.83000183," $360,000.00 ",,,,R,B,Credit Unions,Mike Willams,6/22/2011,4,SEMT 2012-1,6/1/2013,
29671208,10/8/2012,10/10/2012,,11/9/2012,,1/3/2013,RAUVGJ,Texas Dow Employees Credit Union,69953084,TX,No,No,8/27/2012," $105,000.00 ",733,91.30000305," $115,000.00 ",,,,R,B,Credit Unions,Mike Willams,12/26/2012,4,SEMT 2012-5,6/1/2013,
22949060,9/21/2011,9/28/2011,,10/13/2011,,10/24/2011,TGCAZW,Franklin American Mortgage Company,376773602,TX,No,No,4/1/2011," $123,500.00 ",733,95," $139,000.00 ",,N/A,,P,B,Mortgage Banker - (Large),Steve Winston,10/19/2011,4,WFMBS 2006-5,6/1/2013,
26166316,11/23/2010,1/10/2011,,,,2/16/2011,IZASMJ,Primary Capital Advisors LC,222402411,GA,No,No,7/6/2010," $123,500.00 ",733,95," $130,000.00 ",,N/A,,P,B,Mortgage Banker - (Large),Steve Winston,2/11/2011,4,SEMT 2012-5,6/1/2013,
33113176,2/5/2013,,,,,,XHXLHM,"Wells Fargo Bank, N.A.",414117051,CO,No,No,5/31/2012," $199,500.00 ",733,95," $211,000.00 ",,,,P,B,Bank Owned Mortgage Company - National,,,,SEMT 2012-1,6/1/2013,
30748088,12/10/2012,12/11/2012,,12/14/2012,,1/23/2013,XWYKME,WCS Lending LLC,294583083,FL,No,No,10/22/2012," $332,500.00 ",733,95," $350,000.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,1/22/2013,4,WFMBS 2006-5,6/1/2013,
22646284,10/12/2011,10/14/2011,,11/3/2011,,11/23/2011,FSYGQV,Arizona State Credit Union,1423419561,AZ,No,No,9/22/2011," $174,600.00 ",733,97," $180,000.00 ",,N/A,,P,B,Credit Unions,Steve Winston,11/22/2011,4,SEMT 2012-1,6/1/2013,
29483683,6/21/2011,6/23/2011,,7/12/2011,,7/22/2011,DOONHT,Weichert Financial Services,1423624707,PA,No,No,4/15/2011," $188,700.00 ",734,85," $222,000.00 ",,,,P,B,Mortgage Banker - (Large),Mike Willams,7/20/2011,4,WFMBS 2006-AR4,6/1/2013,
23670646,1/11/2013,1/16/2013,1/31/2013,,,,MMMUIM,Franklin Loan Corporation,431953157,CA,No,No,10/30/2012," $408,000.00 ",734,85," $480,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,,,,SEMT 2012-5,6/1/2013,
19133519,11/23/2010,1/5/2011,,,,2/16/2011,TJUUUL,Central Bancompany,2710506005,MO,No,No,8/5/2010," $108,700.00 ",734,86.26999664," $125,999.77 ",,N/A,,R,B,Community Banks,Steve Winston,1/25/2011,4,SEMT 2012-5,6/1/2013,
15286030,12/20/2011,1/4/2012,1/26/2012,2/6/2012,,3/7/2012,QQMAUV,Bell State Bank & Trust,1122796617,AZ,No,No,11/28/2011," $253,100.00 ",734,86.41000366," $292,900.00 ",,,,P,G,Community Banks,Mike Willams,3/7/2012,4,WFMBS 2006-AR4,6/1/2013,
28243013,1/11/2013,1/16/2013,,,,,HYAHFC,Dort Federal Credit Union,201200683,MI,No,No,10/29/2012," $175,000.00 ",734,86.62999725," $202,000.00 ",,,,R,B,Credit Unions,,,,SEMT 2012-5,6/1/2013,
33790168,10/8/2012,10/10/2012,,10/19/2012,,11/14/2012,JOPBSE,Associated Mortgage Corporation,1701551790,OK,No,No,8/27/2012," $101,908.00 ",734,87.51999664," $115,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,Mike Willams,11/8/2012,4,SEMT 2012-1,6/1/2013,
25000353,6/1/2010,9/7/2010,,,,9/16/2010,NYCUZA,Members 1st Federal Credit Union,269285516,PA,No,No,5/15/2009," $126,000.00 ",734,88.11000061," $143,000.00 ",,,,R,B,Credit Unions,Allie Martin,9/16/2010,4,SEMT 2012-1,6/1/2013,
27671078,7/11/2012,7/12/2012,8/3/2012,8/7/2012,,9/20/2012,KBIPNF,Citywide Home Loans a Utah corporation,292475258,CO,No,Yes,5/31/2012," $25,018.00 ",734,90," $29,000.00 ",,,,P,B,Mortgage Banker - Bank Owned,Mike Willams,9/20/2012,4,WFMBS 2006-5,6/1/2013,
25733820,4/19/2011,4/29/2011,,,,5/12/2011,FXVOFU,SEFCU Services LLC,479305900,NY,No,No,12/15/2010," $103,500.00 ",734,90," $115,000.00 ",,N/A,,P,B,Credit Unions,Steve Winston,5/6/2011,4,SEMT 2012-1,6/1/2013,
34233165,6/8/2012,6/8/2012,,,,6/25/2012,WBCWFE,Guaranteed Rate Inc,11100645146,NV,No,No,5/25/2012," $168,150.00 ",734,95," $177,000.00 ",,,,P,B,Mortgage Banker - (Large),,,5,WFMBS 2006-5,6/1/2013,
27359606,1/30/2013,,,2/4/2013,,,PHMNVT,BancorpSouth Bank,8000391326,TN,No,No,10/31/2012," $243,200.00 ",734,95," $259,000.00 ",,,,P,B,Community Banks,,,,WFMBS 2006-5,6/1/2013,
22984275,9/21/2011,10/4/2011,,10/25/2011,,11/14/2011,KHOZVS,Consumers Credit Union,9500007650,MI,No,No,4/28/2011," $82,300.00 ",735,86.62999725," $95,000.00 ",,,,P,B,Credit Unions,Mike Willams,11/11/2011,4,SEMT 2012-5,6/1/2013,
21942355,10/8/2012,10/10/2012,11/12/2012,11/16/2012,,1/9/2013,FDSGLX,First Mortgage Company LLC,520490,OK,No,No,7/27/2012," $82,800.00 ",735,90," $93,000.00 ",,,,P,B,Mortgage Banker - (Large),Allie Martin,1/4/2013,4,SEMT 2012-1,6/1/2013,
30347807,7/11/2012,7/12/2012,,8/10/2012,10/12/2012,10/24/2012,ZGRTDV,Monarch Bank,1800056131,NC,No,Yes,5/22/2012," $166,500.00 ",735,90," $190,000.00 ",,,,P,G,Community Banks,Allie Martin,10/1/2012,4,WFMBS 2006-AR4,6/1/2013,
15217443,1/11/2013,1/16/2013,,1/22/2013,,2/5/2013,ECEKGA,BankNewport,9029021,RI,No,No,11/29/2012," $185,400.00 ",735,90," $206,000.00 ",,,,P,B,Community Banks,Mike Willams,1/29/2013,4,WFMBS 2006-5,6/1/2013,
19748035,7/11/2012,7/12/2012,,8/8/2012,,10/4/2012,ZPOSAJ,First Choice Bank,414820753,IL,No,No,6/4/2012," $339,300.00 ",735,90," $383,000.00 ",,N/A,,P,B,Community Banks,Eric Miller,9/19/2012,4,SEMT 2012-5,6/1/2013,
26407812,8/2/2012,8/7/2012,8/22/2012,,,8/27/2012,RFVRVT,Cenlar Federal Savings Bank,38191060,TX,No,No,4/20/2012," $406,350.00 ",735,90," $465,000.00 "," $433,000.00 ",,,P,G,Mortgage Banker - Bank Owned,Mike Willams,8/27/2012,4,SEMT 2012-5,6/1/2013,
22240163,9/21/2011,9/28/2011,,10/10/2011,12/9/2011,12/8/2011,FODQLI,"Wells Fargo Bank, N.A.",320594716,PA,No,No,5/19/2011," $321,000.00 ",735,94.41000366," $375,000.00 "," $297,728.00 ",,,P,B,Bank Owned Mortgage Company - National,Allie Martin,10/28/2011,4,SEMT 2012-1,6/1/2013,
19606446,12/20/2011,12/22/2011,,1/10/2012,,1/27/2012,IXISWX,Midwest Mortgage Capital LLC,1079718365,TN,No,No,10/24/2011," $216,100.00 ",735,94.77999878," $228,000.00 ",,N/A,,R,B,Mortgage Banker - Bank Owned,Steve Winston,1/27/2012,4,WFMBS 2006-5,6/1/2013,
33957033,1/11/2013,1/23/2013,,1/28/2013,,,XYBQFK,Florida Parishes Bank,1206181,LA,No,No,12/19/2012," $166,000.00 ",735,94.97000122," $174,800.00 ",,,,P,B,Community Banks,,,,SEMT 2012-5,6/1/2013,
18246965,5/18/2011,5/19/2011,,5/24/2011,,6/13/2011,CVNZWG,Silver State Schools Credit Union,,NV,No,No,4/11/2011," $109,250.00 ",735,95," $115,000.00 "," $104,000.00 ",,,P,B,Credit Unions,Allie Martin,6/9/2011,4,SEMT 2012-5,6/1/2013,
19343145,9/8/2011,9/13/2011,,9/15/2011,,9/28/2011,IQLMKT,PNC Bank NA,1000019436,CA,No,No,9/3/2010," $201,875.00 ",735,95," $213,000.00 ",,,,P,B,Bank Owned Mortgage Company - National,Mike Willams,9/26/2011,4,SEMT 2012-5,6/1/2013,
24039585,3/7/2012,3/7/2012,3/23/2012,3/27/2012,4/26/2012,4/26/2012,LBQRGU,George Mason Mortgage LLC,2084041,VA,No,No,2/28/2012," $323,000.00 ",735,95," $350,000.00 ",,,,P,B,Community Banks,Steve Winston,4/6/2012,4,WFMBS 2006-AR4,6/1/2013,
18788904,7/11/2012,7/12/2012,,8/7/2012,,10/4/2012,QXOYXK,Carolina Bank,6800505866,VA,No,No,3/28/2012," $101,810.00 ",736,88.5," $113,000.00 ",,,,R,B,Community Banks,Allie Martin,9/20/2012,4,SEMT 2012-5,6/1/2013,
22431164,11/23/2010,1/7/2011,,,,3/15/2011,KWVVTX,Georgia Bank & Trust,220487722,GA,No,No,4/26/2010," $78,300.00 ",736,90," $88,000.00 ",,,,P,G,Community Banks,Allie Martin,2/8/2011,4,WFMBS 2006-5,6/1/2013,
18803094,4/9/2010,5/14/2010,,,,9/15/2010,UTKWNK,Kinecta Federal Credit Union,400002915,CA,No,No,1/14/2010," $135,000.00 ",736,90," $150,000.00 ",,,,P,B,Credit Unions,Allie Martin,6/7/2010,4,SEMT 2012-1,6/1/2013,
33259625,10/12/2011,10/14/2011,,10/19/2011,,11/16/2011,JGFYBF,Dort Federal Credit Union,201100185,MI,No,No,6/27/2011," $177,057.00 ",736,90," $205,000.00 "," $225,463.00 ",N/A,,P,B,Credit Unions,Steve Winston,11/3/2011,4,WFMBS 2006-AR4,6/1/2013,
22901361,6/1/2010,7/29/2010,,,,9/27/2010,IAGMTL,Caliber Funding LLC,602400381,IL,No,No,6/17/2009," $310,500.00 ",736,90,,,N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,9/27/2010,4,WFMBS 2006-5,6/1/2013,
21263598,1/11/2013,2/4/2013,,,,,AOPRJQ,Envoy Mortgage Ltd,1429315664,TX,No,No,10/9/2012," $373,500.00 ",736,90," $415,000.00 ",,,,R,B,Mortgage Banker - Bank Owned,,,,WFMBS 2006-AR4,6/1/2013,
15760836,7/11/2012,7/12/2012,,7/27/2012,,9/17/2012,MCPPGQ,RMR Financial LLC,6850389867,CA,No,No,4/17/2012," $504,000.00 ",736,90," $560,000.00 ",,N/A,,P,B,Mortgage Banker - Bank Owned,Steve Winston,8/30/2012,4,SEMT 2012-1,6/1/2013,
18098443,12/10/2012,10/4/2012,10/29/2012,12/10/2012,,,NDDYOM,Affiliated Funding Corporation,428868103,CA,No,No,7/26/2012," $522,450.00 ",736,90," $580,500.00 ",,,,P,B,Mortgage Banker - Bank Owned,Rob Jacobs,1/8/2013,2,WFMBS 2006-5,6/1/2013,
18349541,9/21/2011,9/28/2011,,10/10/2011,,11/10/2011,HPFGPC,"Wells Fargo Bank, N.A.",322094947,IN,No,No,4/29/2011," $134,500.00 ",736,92.12000275," $146,000.00 "," $137,533.00 ",,,R,B,Bank Owned Mortgage Company - National,Mike Willams,11/1/2011,4,WFMBS 2006-5,6/1/2013,
28332978,7/11/2012,7/12/2012,,8/7/2012,,10/4/2012,EABLND,Carolina Bank,6800505982,NC,No,No,4/4/2012," $271,000.00 ",736,93.44999695," $290,000.00 ",,,,R,B,Community Banks,Allie Martin,9/20/2012,4,SEMT 2012-5,6/1/2013,
15633183,6/1/2010,9/21/2010,,,,2/22/2011,NJAFAT,Main Street Home Loans LLC,214970691,GA,No,No,2/10/2010," $380,700.00 ",736,94," $403,000.00 ",,N/A,,R,B,Mortgage Banker - Bank Owned,Mike Willams,11/5/2010,4,SEMT 2012-1,6/1/2013,
